battery,cycle,discharge_capacity,avg_voltage,end_voltage,discharge_time,cv_charge_time,Re,Rct,SOH,RUL
B0005,69,1.632735,3.530913,3.487573,3167.719000,8003.297000,0.048507,0.074583,0.879475,56
B0005,70,1.627753,3.528723,3.484583,3159.078000,7461.734000,0.050023,0.073664,0.876792,55
B0005,71,1.622125,3.526255,3.484004,3148.829000,8380.141000,0.050205,0.073719,0.873761,54
B0005,72,1.611326,3.528684,3.508463,3149.094000,8369.797000,0.049759,0.074656,0.867943,53
B0005,73,1.606563,3.525557,3.503787,3140.547000,8371.438000,0.049687,0.073554,0.865378,52
B0005,74,1.601514,3.522681,3.500129,3131.625000,8448.031000,0.049950,0.074623,0.862658,51
B0005,75,1.590369,3.524673,3.517671,3121.907000,8468.672000,0.050283,0.073604,0.856655,50
B0005,76,1.585789,3.521316,3.517449,3122.125000,8126.187000,0.049920,0.074642,0.854188,49
B0005,77,1.584943,3.518034,3.516013,3121.672000,8524.266000,0.050080,0.075477,0.853732,48
B0005,78,1.595526,3.523684,3.496984,3120.860000,8451.219000,0.054692,0.074646,0.859433,47
B0005,79,1.574730,3.519147,3.520221,3103.828000,8502.672000,0.054873,0.079344,0.848231,46
B0005,80,1.564902,3.516234,3.529226,3095.094000,8565.171000,0.055240,0.080024,0.842937,45
B0005,81,1.559766,3.514773,3.530726,3095.781000,8001.531000,0.055080,0.080450,0.840170,44
B0005,82,1.559482,3.513299,3.521291,3094.328000,8609.094000,0.054846,0.080995,0.840017,43
B0005,83,1.554689,3.514485,3.523536,3086.531000,8599.187000,0.058089,0.079006,0.837436,42
B0005,84,1.548874,3.510968,3.525524,3085.625000,8466.968000,0.056400,0.081815,0.834304,41
B0005,85,1.538237,3.510936,3.534834,3067.203000,7949.797000,0.057159,0.080867,0.828574,40
B0005,86,1.527914,3.509393,3.545903,3058.157000,8675.688000,0.056999,0.082501,0.823014,39
B0005,87,1.528525,3.506678,3.536266,3058.812000,8705.000000,0.057916,0.081751,0.823343,38
B0005,88,1.522647,3.510989,3.546807,3058.578000,8633.719000,0.058583,0.082694,0.820176,37
B0005,89,1.517486,3.510305,3.548029,3049.328000,8708.594000,0.056844,0.082273,0.817396,36
B0005,90,1.605819,3.522222,3.525050,3177.219000,8708.594000,0.056672,0.082916,0.864977,35
B0005,91,1.563849,3.516349,3.494045,3082.937000,8628.187000,0.057798,0.075190,0.842370,34
B0005,92,1.548092,3.513440,3.510042,3074.266000,8305.937000,0.058694,0.080997,0.833882,33
B0005,93,1.532376,3.515138,3.535925,3066.000000,8508.219000,0.056874,0.080792,0.825417,32
B0005,94,1.526953,3.508304,3.529351,3056.437000,8664.188000,0.058401,0.081617,0.822496,31
B0005,95,1.516957,3.509191,3.541857,3048.219000,8575.297000,0.057139,0.082030,0.817112,30
B0005,96,1.511898,3.506810,3.540101,3039.218000,8617.266000,0.056847,0.084309,0.814386,29
B0005,97,1.506564,3.506091,3.545308,3039.047000,8729.281000,0.059715,0.081281,0.811513,28
B0005,98,1.501545,3.503716,3.543070,3030.375000,8307.266000,0.057876,0.082762,0.808810,27
B0005,99,1.490844,3.506748,3.558035,3021.000000,8764.344000,0.057106,0.083893,0.803046,26
B0005,100,1.485868,3.505881,3.561998,3021.750000,8792.032000,0.058324,0.082336,0.800365,25
B0005,101,1.480414,3.504168,3.561735,3012.265000,8809.000000,0.058540,0.082600,0.797427,24
B0005,102,1.475210,3.503057,3.562743,3002.641000,8384.796000,0.057610,0.083618,0.794624,23
B0005,103,1.485904,3.498232,3.544837,3012.000000,8842.797000,0.056877,0.084536,0.800384,22
B0005,104,1.496092,3.506586,3.535834,3020.110000,8080.500000,0.058983,0.078409,0.805872,21
B0005,105,1.480801,3.501457,3.544628,3002.172000,8541.312000,0.060198,0.083773,0.797636,20
B0005,106,1.469754,3.501658,3.556360,2992.703000,7930.859000,0.059884,0.083612,0.791686,19
B0005,107,1.453901,3.496619,3.557415,2964.468000,8365.250000,0.058875,0.083706,0.783146,18
B0005,108,1.454146,3.499165,3.570394,2983.375000,8878.047000,0.058445,0.084351,0.783278,17
B0005,109,1.455024,3.496081,3.557698,2975.297000,8133.343000,0.060551,0.083281,0.783751,16
B0005,110,1.449042,3.495901,3.562115,2974.985000,8805.562000,0.059950,0.083190,0.780529,15
B0005,111,1.438671,3.497587,3.576831,2966.250000,8906.672000,0.059565,0.084870,0.774942,14
B0005,112,1.433445,3.495699,3.577213,2956.359000,8945.937000,0.059853,0.084739,0.772128,13
B0005,113,1.433396,3.492875,3.569685,2956.344000,8161.781000,0.058745,0.087117,0.772101,12
B0005,114,1.428065,3.495511,3.576305,2956.406000,8956.656000,0.060838,0.084909,0.769229,11
B0005,115,1.422920,3.494233,3.578003,2947.266000,8963.250000,0.059938,0.084800,0.766458,10
B0005,116,1.417429,3.491197,3.578253,2937.984000,8987.204000,0.059596,0.085188,0.763500,9
B0005,117,1.412409,3.488909,3.579526,2929.125000,9005.328000,0.058401,0.086329,0.760797,8
B0005,118,1.412579,3.487376,3.573309,2928.454000,8726.594000,0.062605,0.085021,0.760888,7
B0005,119,1.407598,3.491994,3.580854,2929.375000,8412.578000,0.061152,0.084856,0.758205,6
B0005,120,1.433392,3.491586,3.555892,2946.031000,8357.250000,0.059631,0.085035,0.772099,5
B0005,121,1.438255,3.495576,3.551885,2955.438000,8478.032000,0.061607,0.080201,0.774718,4
B0005,122,1.417355,3.493899,3.573615,2937.625000,8833.813000,0.060987,0.085840,0.763460,3
B0005,123,1.406982,3.491592,3.582250,2929.078000,8820.719000,0.061004,0.085884,0.757873,2
B0005,124,1.401204,3.488573,3.582107,2918.375000,9031.437000,0.062329,0.088222,0.754761,1
B0005,125,1.396701,3.486902,3.584544,2919.812000,8966.500000,0.061503,0.087270,0.752335,0
B0005,126,1.391285,3.485549,3.582997,2900.422000,9030.750000,0.061419,0.087204,0.749418,-1
B0005,127,1.386229,3.483891,3.585576,2901.375000,9016.829000,0.061217,0.087282,0.746694,-2
B0005,128,1.380437,3.483199,3.591091,2901.187000,9095.500000,0.062704,0.086791,0.743574,-3
B0005,129,1.375236,3.483627,3.594061,2891.640000,8421.344000,0.061726,0.088378,0.740773,-4
B0005,130,1.370513,3.480172,3.591108,2882.906000,8909.328000,0.061852,0.086979,0.738229,-5
B0005,131,1.370509,3.478452,3.588812,2883.265000,9137.078000,0.063104,0.088522,0.738227,-6
B0005,132,1.364736,3.478578,3.594215,2882.969000,9145.031000,0.062287,0.089231,0.735117,-7
B0005,133,1.375392,3.482520,3.583342,2891.656000,9087.078000,0.062705,0.088387,0.740857,-8
B0005,134,1.386112,3.488682,3.580431,2901.250000,9146.547000,0.062705,0.088387,0.746631,-9
B0005,135,1.369850,3.485850,3.592442,2891.703000,9009.953000,0.056099,0.075180,0.737872,-10
B0005,136,1.364783,3.478794,3.589332,2883.016000,9135.734000,0.053286,0.081569,0.735142,-11
B0005,137,1.354322,3.481283,3.602288,2873.453000,9157.313000,0.052931,0.082757,0.729508,-12
B0005,138,1.354642,3.480352,3.597021,2874.031000,8876.469000,0.055889,0.082263,0.729680,-13
B0005,139,1.354704,3.478113,3.592312,2874.234000,9057.531000,0.058418,0.080298,0.729713,-14
B0005,140,1.349315,3.476587,3.595500,2864.984000,8808.422000,0.056411,0.081922,0.726811,-15
B0005,141,1.344189,3.473377,3.596823,2855.093000,8586.859000,0.055680,0.081774,0.724050,-16
B0005,142,1.338991,3.472637,3.601836,2855.625000,9149.953000,0.056210,0.083281,0.721250,-17
B0005,143,1.338915,3.473439,3.599345,2855.594000,9076.094000,0.055795,0.082950,0.721209,-18
B0005,144,1.334007,3.475478,3.603579,2847.437000,9043.188000,0.057800,0.081903,0.718565,-19
B0005,145,1.328644,3.472288,3.605861,2847.360000,8405.875000,0.055775,0.082947,0.715677,-20
B0005,146,1.323171,3.471374,3.610508,2837.328000,8957.813000,0.056559,0.082375,0.712728,-21
B0005,147,1.318169,3.472616,3.616263,2837.281000,9048.000000,0.053344,0.084486,0.710034,-22
B0005,148,1.318466,3.473815,3.613479,2838.515000,9292.062000,0.056262,0.083066,0.710194,-23
B0005,149,1.318293,3.470143,3.607069,2828.328000,8519.063000,0.053394,0.083356,0.710101,-24
B0005,150,1.323872,3.467524,3.602313,2838.265000,9041.625000,0.058545,0.088369,0.713106,-25
B0005,151,1.360122,3.476753,3.577928,2864.547000,9352.438000,0.058615,0.081547,0.732632,-26
B0005,152,1.339531,3.475896,3.593975,2846.390000,9160.922000,0.061424,0.084964,0.721540,-27
B0005,153,1.329029,3.475812,3.604275,2837.969000,8991.672000,0.059523,0.087208,0.715883,-28
B0005,154,1.323674,3.474655,3.608770,2838.156000,8520.672000,0.059262,0.087779,0.712999,-29
B0005,155,1.318634,3.472302,3.609388,2829.843000,8891.844000,0.059524,0.088430,0.710284,-30
B0005,156,1.313475,3.472931,3.614934,2829.625000,9015.921000,0.059677,0.085844,0.707506,-31
B0005,157,1.313202,3.469619,3.609023,2819.437000,8763.140000,0.059760,0.086625,0.707358,-32
B0005,158,1.307796,3.470018,3.614331,2819.579000,9070.671000,0.059503,0.086369,0.704446,-33
B0005,159,1.303033,3.470763,3.617824,2810.672000,9314.250000,0.059556,0.088218,0.701881,-34
B0005,160,1.303357,3.468111,3.613087,2811.485000,8805.281000,0.059491,0.088730,0.702056,-35
B0005,161,1.303410,3.464863,3.607040,2802.422000,8825.765000,0.060521,0.087536,0.702084,-36
B0005,162,1.297887,3.467864,3.614909,2801.625000,9070.422000,0.059827,0.088538,0.699109,-37
B0005,163,1.298074,3.464021,3.610904,2802.031000,8969.656000,0.057944,0.088905,0.699209,-38
B0005,164,1.293464,3.466462,3.615561,2793.390000,8699.812000,0.061759,0.084721,0.696726,-39
B0005,165,1.288003,3.468509,3.621191,2793.390000,8875.047000,0.058989,0.085736,0.693785,-40
B0005,166,1.287453,3.466806,3.619185,2792.485000,9137.171000,0.057630,0.087424,0.693488,-41
B0005,167,1.309015,3.471071,3.595365,2802.016000,8459.766000,0.057824,0.089757,0.705103,-42
B0005,168,1.325079,3.475472,3.589937,2820.390000,8737.750000,0.050036,0.074792,0.713756,-43
B0006,1,2.035338,3.556946,2.475768,3690.234000,6953.343000,0.061234,0.078542,1.000000,108
B0006,2,2.025140,3.561476,2.351526,3672.344000,7055.797000,0.061234,0.078542,0.994990,107
B0006,3,2.013326,3.566752,2.440480,3651.641000,7027.938000,0.061234,0.078542,0.989185,106
B0006,4,2.013285,3.568795,2.479156,3631.563000,6963.812000,0.061234,0.078542,0.989165,105
B0006,5,2.000528,3.563971,2.280188,3629.172000,7100.078000,0.061234,0.078542,0.982898,104
B0006,6,2.013899,3.573551,2.439284,3652.281000,7395.672000,0.061234,0.078542,0.989467,103
B0006,7,2.013101,3.571139,2.281207,3650.828000,7427.344000,0.061234,0.078542,0.989075,102
B0006,8,1.968790,3.568151,2.366411,3572.453000,6765.640000,0.061234,0.078542,0.967304,101
B0006,9,1.968166,3.569283,2.436020,3550.594000,6803.047000,0.061234,0.078542,0.966997,100
B0006,10,1.957231,3.563389,2.186438,3551.250000,6846.250000,0.061234,0.078542,0.961625,99
B0006,11,1.945599,3.566659,2.340602,3530.250000,6817.750000,0.061234,0.078542,0.955910,98
B0006,12,1.934751,3.568704,2.426302,3491.016000,6907.703000,0.061234,0.078542,0.950580,97
B0006,13,1.923280,3.569207,2.475370,3470.281000,6733.219000,0.061234,0.078542,0.944944,96
B0006,14,1.911890,3.565927,2.342365,3470.000000,7564.688000,0.061234,0.078542,0.939348,95
B0006,15,1.901067,3.561242,2.188400,3450.297000,6748.781000,0.061234,0.078542,0.934030,94
B0006,16,1.889199,3.557882,2.120698,3429.407000,6839.797000,0.061234,0.078542,0.928199,93
B0006,17,1.878278,3.562824,2.369981,3409.484000,6806.813000,0.061234,0.078542,0.922834,92
B0006,18,1.867570,3.559195,2.247992,3390.422000,6903.157000,0.061234,0.078542,0.917572,91
B0006,19,1.867589,3.558091,2.884446,3390.281000,7097.204000,0.061234,0.078542,0.917582,90
B0006,20,1.979627,3.565899,2.203356,3591.734000,7244.593000,0.061234,0.078542,0.972628,89
B0006,21,1.957550,3.570814,2.358878,3552.297000,6912.109000,0.060630,0.078024,0.961781,88
B0006,22,1.945815,3.566682,2.218673,3531.578000,6964.547000,0.060860,0.078402,0.956016,87
B0006,23,1.924246,3.566839,2.339723,3492.907000,6819.656000,0.060065,0.078071,0.945419,86
B0006,24,1.945981,3.571052,2.399751,3511.594000,7595.890000,0.059131,0.077956,0.956097,85
B0006,25,1.901408,3.566631,2.491411,3431.937000,6951.218000,0.060597,0.079382,0.934198,84
B0006,26,1.878674,3.552739,2.766927,3431.125000,6973.438000,0.060436,0.079494,0.923028,83
B0006,27,1.868306,3.556096,2.835613,3412.406000,7534.828000,0.059882,0.078712,0.917934,82
B0006,28,1.856024,3.550450,2.928395,3410.688000,7524.719000,0.060587,0.079895,0.911900,81
B0006,29,1.845200,3.546007,3.077115,3410.718000,7136.546000,0.060908,0.079749,0.906582,80
B0006,30,1.857229,3.554258,2.819561,3392.719000,7828.406000,0.060369,0.080145,0.912492,79
B0006,31,1.924776,3.555857,2.434301,3470.672000,1674.484000,0.063565,0.081508,0.945679,78
B0006,32,1.882232,3.553731,2.918776,3414.109000,7032.531000,0.062320,0.080212,0.924776,77
B0006,33,1.855277,3.545265,2.973957,3395.219000,7142.000000,0.061891,0.081208,0.911533,76
B0006,34,1.839251,3.538409,3.033433,3386.000000,7715.813000,0.061716,0.081502,0.903659,75
B0006,35,1.818540,3.529769,3.061693,3368.187000,7151.266000,0.061999,0.081388,0.893483,74
B0006,36,1.813477,3.530068,3.086421,3368.266000,7726.078000,0.062504,0.081691,0.890996,73
B0006,37,1.797102,3.524888,3.137787,3358.719000,7640.766000,0.062014,0.081316,0.882950,72
B0006,38,1.781005,3.519093,3.150116,3339.500000,7218.906000,0.061830,0.081204,0.875041,71
B0006,39,1.771013,3.515181,3.173892,3331.265000,7868.344000,0.062827,0.083472,0.870132,70
B0006,40,1.760471,3.514029,3.197207,3321.188000,7979.141000,0.063498,0.083855,0.864953,69
B0006,41,1.750291,3.514140,3.227568,3321.844000,7835.078000,0.060945,0.082016,0.859951,68
B0006,42,1.739493,3.509578,3.230858,3311.828000,7601.297000,0.063918,0.082166,0.854646,67
B0006,43,1.754677,3.511071,3.199633,3327.391000,7551.907000,0.062237,0.082275,0.862106,66
B0006,44,1.765939,3.515918,3.189810,3312.078000,8191.281000,0.063686,0.084110,0.867639,65
B0006,45,1.733789,3.505853,3.249962,3293.172000,8119.657000,0.062031,0.083192,0.851843,64
B0006,46,1.713326,3.501038,3.276179,3275.328000,7750.906000,0.062506,0.084268,0.841790,63
B0006,47,1.702408,3.497408,3.289234,3265.016000,8288.031000,0.062615,0.083972,0.836425,62
B0006,48,1.823719,3.538887,2.934952,3328.937000,7418.703000,0.065985,0.082059,0.896028,61
B0006,49,1.808128,3.532743,3.013358,3329.266000,7132.422000,0.064572,0.080342,0.888368,60
B0006,50,1.775761,3.521215,3.098192,3301.579000,7570.859000,0.063686,0.082364,0.872465,59
B0006,51,1.744741,3.509311,3.167347,3283.563000,7056.406000,0.062912,0.082141,0.857224,58
B0006,52,1.729207,3.507161,3.228686,3275.125000,7978.969000,0.063667,0.082970,0.849592,57
B0006,53,1.708109,3.500929,3.259572,3265.656000,7412.719000,0.064546,0.083906,0.839226,56
B0006,54,1.697595,3.497302,3.277420,3266.093000,7723.234000,0.064417,0.083321,0.834061,55
B0006,55,1.682063,3.492904,3.309542,3257.594000,7952.234000,0.065174,0.084782,0.826430,54
B0006,56,1.671477,3.488659,3.322946,3248.593000,8366.500000,0.063595,0.084185,0.821228,53
B0006,57,1.660759,3.482293,3.326877,3238.766000,8410.485000,0.065285,0.086050,0.815962,52
B0006,58,1.651121,3.477576,3.336400,3240.140000,8325.531000,0.066534,0.086748,0.811227,51
B0006,59,1.640135,3.478744,3.356231,3230.109000,8251.125000,0.066341,0.087206,0.805829,50
B0006,60,1.629200,3.474015,3.371466,3229.781000,8431.657000,0.065910,0.087128,0.800457,49
B0006,61,1.608850,3.471839,3.396019,3212.469000,7527.031000,0.066056,0.087563,0.790458,48
B0006,62,1.603524,3.463180,3.393883,3213.219000,8056.797000,0.065903,0.088209,0.787842,47
B0006,63,1.598971,3.463469,3.397816,3203.578000,8526.422000,0.067912,0.088315,0.785605,46
B0006,64,1.587627,3.460218,3.416423,3195.125000,8634.500000,0.066744,0.088580,0.780031,45
B0006,65,1.582972,3.462575,3.417550,3195.313000,8328.641000,0.067874,0.089349,0.777744,44
B0006,66,1.567138,3.453708,3.427505,3186.297000,8049.500000,0.066413,0.089503,0.769964,43
B0006,67,1.561345,3.451404,3.434751,3176.438000,8593.765000,0.066869,0.089810,0.767118,42
B0006,68,1.551171,3.450781,3.448198,3167.593000,8463.796000,0.067564,0.090933,0.762120,41
B0006,69,1.540674,3.446106,3.447136,3167.719000,8465.344000,0.067679,0.090975,0.756962,40
B0006,70,1.525314,3.441815,3.455115,3159.078000,7923.594000,0.067973,0.092324,0.749416,39
B0006,71,1.530157,3.445008,3.468023,3148.829000,8850.094000,0.068334,0.092017,0.751795,38
B0006,72,1.524657,3.441165,3.471134,3149.094000,8857.688000,0.068851,0.092582,0.749093,37
B0006,73,1.514549,3.443621,3.488339,3140.547000,8851.735000,0.069066,0.093491,0.744127,36
B0006,74,1.509392,3.439943,3.488226,3131.625000,8941.203000,0.068709,0.093877,0.741593,35
B0006,75,1.503997,3.436027,3.487700,3121.907000,8968.688000,0.069526,0.094186,0.738942,34
B0006,76,1.493520,3.436309,3.501914,3122.125000,8616.890000,0.068252,0.093440,0.733795,33
B0006,77,1.487632,3.430470,3.506490,3121.672000,9024.734000,0.069603,0.095613,0.730902,32
B0006,78,1.530288,3.441731,3.461271,3120.860000,9067.172000,0.070577,0.092427,0.751859,31
B0006,79,1.504076,3.435543,3.495980,3103.828000,8954.265000,0.069444,0.095087,0.738981,30
B0006,80,1.488759,3.427234,3.495868,3095.094000,9034.640000,0.069241,0.095411,0.731456,29
B0006,81,1.478278,3.430754,3.516832,3095.781000,8478.406000,0.070180,0.095801,0.726306,28
B0006,82,1.478460,3.430880,3.514081,3094.328000,9099.531000,0.070321,0.095302,0.726395,27
B0006,83,1.473215,3.431985,3.517917,3086.531000,9097.234000,0.069308,0.094548,0.723818,26
B0006,84,1.467516,3.426914,3.519102,3085.625000,8970.531000,0.070660,0.095580,0.721019,25
B0006,85,1.451629,3.422042,3.521494,3067.203000,8457.938000,0.070488,0.096375,0.713213,24
B0006,86,1.451924,3.420269,3.531200,3058.157000,9184.532000,0.071253,0.096933,0.713358,23
B0006,87,1.447148,3.424821,3.540683,3058.812000,9216.016000,0.072909,0.096859,0.711012,22
B0006,88,1.446854,3.423499,3.535654,3058.578000,9152.328000,0.072510,0.096602,0.710867,21
B0006,89,1.441674,3.424742,3.542648,3049.328000,9214.797000,0.070888,0.097407,0.708322,20
B0006,90,1.593587,3.450702,3.502947,3177.219000,9214.797000,0.071415,0.096149,0.782959,19
B0006,91,1.546390,3.448048,3.459145,3082.937000,9105.234000,0.070832,0.090666,0.759771,18
B0006,92,1.514706,3.439948,3.488591,3074.266000,8676.281000,0.070304,0.093053,0.744204,17
B0006,93,1.498979,3.434113,3.500663,3066.000000,8911.485000,0.071567,0.093670,0.736477,16
B0006,94,1.483111,3.432560,3.519099,3056.437000,9075.203000,0.072351,0.094403,0.728681,15
B0006,95,1.472966,3.427061,3.521286,3048.219000,9014.407000,0.070338,0.095071,0.723696,14
B0006,96,1.462760,3.427340,3.531585,3039.218000,9066.594000,0.071483,0.095468,0.718682,13
B0006,97,1.451836,3.423482,3.532926,3039.047000,9189.000000,0.071779,0.096789,0.713315,12
B0006,98,1.446867,3.422096,3.539045,3030.375000,8769.563000,0.072177,0.097315,0.710873,11
B0006,99,1.441380,3.421884,3.545547,3021.000000,9234.203000,0.072758,0.097424,0.708178,10
B0006,100,1.431211,3.419578,3.548457,3021.750000,9259.579000,0.071612,0.096183,0.703181,9
B0006,101,1.426025,3.417528,3.549926,3012.265000,9276.609000,0.072363,0.098006,0.700633,8
B0006,102,1.420488,3.419786,3.562237,3002.641000,8857.218000,0.072172,0.097544,0.697913,7
B0006,103,1.420701,3.417137,3.558770,3012.000000,9320.532000,0.073275,0.098168,0.698017,6
B0006,104,1.452256,3.430535,3.541383,3020.110000,8593.766000,0.072799,0.093519,0.713521,5
B0006,105,1.431558,3.425084,3.557320,3002.172000,8980.187000,0.073742,0.096820,0.703351,4
B0006,106,1.415016,3.417134,3.556002,2992.703000,8387.094000,0.073512,0.097848,0.695224,3
B0006,107,1.409731,3.417521,3.565451,2964.468000,8819.171000,0.073631,0.098721,0.692628,2
B0006,108,1.404917,3.418162,3.577811,2983.375000,9347.828000,0.074837,0.098556,0.690263,1
